"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 20 17:39:14 GMT 2023","Tue Jun 20 17:39:15 GMT 2023","1057","","main.spec.ts","","","","Get all the Themes List",""
"passed","Tue Jun 20 17:39:18 GMT 2023","Tue Jun 20 17:39:21 GMT 2023","2631","","main.spec.ts","","","","Premium Theme Create",""
"passed","Tue Jun 20 17:39:15 GMT 2023","Tue Jun 20 17:39:18 GMT 2023","2501","","main.spec.ts","","","","Free Theme Create",""
"passed","Tue Jun 20 17:39:08 GMT 2023","Tue Jun 20 17:39:13 GMT 2023","5256","","main.spec.ts","","","","Plugin Update",""
"passed","Tue Jun 20 17:39:56 GMT 2023","Tue Jun 20 17:40:09 GMT 2023","13491","","main.spec.ts","","","","Mailchimp Integration",""
"passed","Tue Jun 20 17:39:39 GMT 2023","Tue Jun 20 17:39:42 GMT 2023","3568","","main.spec.ts","","","","License Mapping",""
"passed","Tue Jun 20 17:39:36 GMT 2023","Tue Jun 20 17:39:39 GMT 2023","2266","","main.spec.ts","","","","Products Hash",""
"passed","Tue Jun 20 17:39:13 GMT 2023","Tue Jun 20 17:39:14 GMT 2023","1213","","main.spec.ts","","","","Checking Dashboard Overview Details",""
"passed","Tue Jun 20 17:39:02 GMT 2023","Tue Jun 20 17:39:03 GMT 2023","1139","","main.spec.ts","","","","Get all the Plugins List",""
"passed","Tue Jun 20 17:39:32 GMT 2023","Tue Jun 20 17:39:35 GMT 2023","3543","","main.spec.ts","","","","Bundle Create",""
"passed","Tue Jun 20 17:39:42 GMT 2023","Tue Jun 20 17:39:46 GMT 2023","3546","","main.spec.ts","","","","Single variation & One Time Payment",""
"passed","Tue Jun 20 17:39:21 GMT 2023","Tue Jun 20 17:39:26 GMT 2023","5461","","main.spec.ts","","","","Theme Update",""
"passed","Tue Jun 20 17:39:03 GMT 2023","Tue Jun 20 17:39:05 GMT 2023","2571","","main.spec.ts","","","","Free Plugin Create",""
"passed","Tue Jun 20 17:39:05 GMT 2023","Tue Jun 20 17:39:08 GMT 2023","2685","","main.spec.ts","","","","Premium Plugin Create",""
"passed","Tue Jun 20 17:39:26 GMT 2023","Tue Jun 20 17:39:32 GMT 2023","5622","","main.spec.ts","","","","Release Create",""
"passed","Tue Jun 20 17:39:49 GMT 2023","Tue Jun 20 17:39:51 GMT 2023","2167","","main.spec.ts","","","","Order Details",""
"passed","Tue Jun 20 17:39:00 GMT 2023","Tue Jun 20 17:39:02 GMT 2023","1484","","main.spec.ts","","","","Getting Dashboard Overview Details",""
"passed","Tue Jun 20 17:39:47 GMT 2023","Tue Jun 20 17:39:49 GMT 2023","2474","","main.spec.ts","","","","Order Create",""
"passed","Tue Jun 20 17:39:35 GMT 2023","Tue Jun 20 17:39:36 GMT 2023","1059","","main.spec.ts","","","","Products List",""
"passed","Tue Jun 20 17:39:53 GMT 2023","Tue Jun 20 17:39:56 GMT 2023","2194","","main.spec.ts","","","","License Activation",""
"passed","Tue Jun 20 17:39:46 GMT 2023","Tue Jun 20 17:39:47 GMT 2023","1025","","main.spec.ts","","","","Selling Website & Product Mapping",""
"passed","Tue Jun 20 17:38:59 GMT 2023","Tue Jun 20 17:39:00 GMT 2023","1229","","main.spec.ts","","","","Login",""
"passed","Tue Jun 20 17:39:51 GMT 2023","Tue Jun 20 17:39:53 GMT 2023","2129","","main.spec.ts","","","","License Key",""
"passed","Tue Jun 20 17:40:09 GMT 2023","Tue Jun 20 17:40:12 GMT 2023","2527","","main.spec.ts","","","","weMail Integration",""
"passed","Tue Jun 20 17:40:12 GMT 2023","Tue Jun 20 17:40:25 GMT 2023","13082","","main.spec.ts","","","","Prodcut Delete",""
