"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 07:53:04 GMT 2023","Mon Apr 17 07:53:05 GMT 2023","956","","main.spec.ts","","","","Getting Dashboard Overview Details",""
"passed","Mon Apr 17 07:53:37 GMT 2023","Mon Apr 17 07:53:38 GMT 2023","850","","main.spec.ts","","","","Product List",""
"passed","Mon Apr 17 07:53:22 GMT 2023","Mon Apr 17 07:53:28 GMT 2023","5911","","main.spec.ts","","","","Theme Update",""
"passed","Mon Apr 17 07:53:45 GMT 2023","Mon Apr 17 07:53:58 GMT 2023","13507","","main.spec.ts","","","","Mailchimp Integration",""
"passed","Mon Apr 17 07:53:06 GMT 2023","Mon Apr 17 07:53:08 GMT 2023","2709","","main.spec.ts","","","","Free Plugin Create",""
"passed","Mon Apr 17 07:53:28 GMT 2023","Mon Apr 17 07:53:30 GMT 2023","1913","","main.spec.ts","","","","Products id",""
"passed","Mon Apr 17 07:53:11 GMT 2023","Mon Apr 17 07:53:16 GMT 2023","5343","","main.spec.ts","","","","Plugin Update",""
"passed","Mon Apr 17 07:53:05 GMT 2023","Mon Apr 17 07:53:06 GMT 2023","1003","","main.spec.ts","","","","Get all the Plugins List",""
"passed","Mon Apr 17 07:53:17 GMT 2023","Mon Apr 17 07:53:20 GMT 2023","2499","","main.spec.ts","","","","Free Theme Create",""
"passed","Mon Apr 17 07:53:16 GMT 2023","Mon Apr 17 07:53:17 GMT 2023","910","","main.spec.ts","","","","Get all the Themes List",""
"passed","Mon Apr 17 07:53:58 GMT 2023","Mon Apr 17 07:54:11 GMT 2023","12467","","main.spec.ts","","","","Prodcut Delete",""
"passed","Mon Apr 17 07:53:35 GMT 2023","Mon Apr 17 07:53:37 GMT 2023","2544","","main.spec.ts","","","","Bundle Create & Update",""
"passed","Mon Apr 17 07:53:20 GMT 2023","Mon Apr 17 07:53:22 GMT 2023","2568","","main.spec.ts","","","","Premium Theme Create",""
"passed","Mon Apr 17 07:53:03 GMT 2023","Mon Apr 17 07:53:04 GMT 2023","1195","","main.spec.ts","","","","Login",""
"passed","Mon Apr 17 07:53:41 GMT 2023","Mon Apr 17 07:53:45 GMT 2023","3342","","main.spec.ts","","","","Single variation & One Time Payment",""
"passed","Mon Apr 17 07:53:30 GMT 2023","Mon Apr 17 07:53:35 GMT 2023","4724","","main.spec.ts","","","","Release Create",""
"passed","Mon Apr 17 07:53:38 GMT 2023","Mon Apr 17 07:53:41 GMT 2023","3306","","main.spec.ts","","","","License Mapping",""
"passed","Mon Apr 17 07:53:08 GMT 2023","Mon Apr 17 07:53:11 GMT 2023","2422","","main.spec.ts","","","","Premium Plugin Create",""
