"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 16 03:15:58 GMT 2023","Fri Jun 16 03:15:59 GMT 2023","1183","","main.spec.ts","","","","Getting Dashboard Overview Details",""
"passed","Fri Jun 16 03:16:14 GMT 2023","Fri Jun 16 03:16:16 GMT 2023","2555","","main.spec.ts","","","","Free Theme Create",""
"passed","Fri Jun 16 03:16:45 GMT 2023","Fri Jun 16 03:16:46 GMT 2023","1007","","main.spec.ts","","","","Selling Website & Product Mapping",""
"passed","Fri Jun 16 03:16:40 GMT 2023","Fri Jun 16 03:16:45 GMT 2023","4383","","main.spec.ts","","","","Single variation & One Time Payment",""
"passed","Fri Jun 16 03:16:13 GMT 2023","Fri Jun 16 03:16:14 GMT 2023","1072","","main.spec.ts","","","","Get all the Themes List",""
"passed","Fri Jun 16 03:16:16 GMT 2023","Fri Jun 16 03:16:19 GMT 2023","2574","","main.spec.ts","","","","Premium Theme Create",""
"passed","Fri Jun 16 03:16:00 GMT 2023","Fri Jun 16 03:16:03 GMT 2023","2778","","main.spec.ts","","","","Free Plugin Create",""
"passed","Fri Jun 16 03:16:46 GMT 2023","Fri Jun 16 03:16:48 GMT 2023","2680","","main.spec.ts","","","","Order Create",""
"passed","Fri Jun 16 03:16:30 GMT 2023","Fri Jun 16 03:16:33 GMT 2023","3633","","main.spec.ts","","","","Bundle Create",""
"passed","Fri Jun 16 03:16:24 GMT 2023","Fri Jun 16 03:16:30 GMT 2023","5648","","main.spec.ts","","","","Release Create",""
"passed","Fri Jun 16 03:16:34 GMT 2023","Fri Jun 16 03:16:37 GMT 2023","2241","","main.spec.ts","","","","Products Hash",""
"passed","Fri Jun 16 03:16:55 GMT 2023","Fri Jun 16 03:17:08 GMT 2023","12291","","main.spec.ts","","","","Mailchimp Integration",""
"passed","Fri Jun 16 03:16:53 GMT 2023","Fri Jun 16 03:16:55 GMT 2023","2382","","main.spec.ts","","","","License Activation",""
"passed","Fri Jun 16 03:16:11 GMT 2023","Fri Jun 16 03:16:13 GMT 2023","1147","","main.spec.ts","","","","Checking Dashboard Overview Details",""
"passed","Fri Jun 16 03:15:57 GMT 2023","Fri Jun 16 03:15:58 GMT 2023","1245","","main.spec.ts","","","","Login",""
"passed","Fri Jun 16 03:16:33 GMT 2023","Fri Jun 16 03:16:34 GMT 2023","1035","","main.spec.ts","","","","Products List",""
"passed","Fri Jun 16 03:16:51 GMT 2023","Fri Jun 16 03:16:53 GMT 2023","2310","","main.spec.ts","","","","License Key",""
"passed","Fri Jun 16 03:16:03 GMT 2023","Fri Jun 16 03:16:06 GMT 2023","2606","","main.spec.ts","","","","Premium Plugin Create",""
"passed","Fri Jun 16 03:16:37 GMT 2023","Fri Jun 16 03:16:40 GMT 2023","3690","","main.spec.ts","","","","License Mapping",""
"passed","Fri Jun 16 03:16:19 GMT 2023","Fri Jun 16 03:16:24 GMT 2023","5326","","main.spec.ts","","","","Theme Update",""
"passed","Fri Jun 16 03:15:59 GMT 2023","Fri Jun 16 03:16:00 GMT 2023","1066","","main.spec.ts","","","","Get all the Plugins List",""
"passed","Fri Jun 16 03:17:10 GMT 2023","Fri Jun 16 03:17:23 GMT 2023","12737","","main.spec.ts","","","","Prodcut Delete",""
"passed","Fri Jun 16 03:17:08 GMT 2023","Fri Jun 16 03:17:10 GMT 2023","2561","","main.spec.ts","","","","weMail Integration",""
"passed","Fri Jun 16 03:16:48 GMT 2023","Fri Jun 16 03:16:51 GMT 2023","2287","","main.spec.ts","","","","Order Details",""
"passed","Fri Jun 16 03:16:06 GMT 2023","Fri Jun 16 03:16:11 GMT 2023","5698","","main.spec.ts","","","","Plugin Update",""
